srno,Tweets,id,len,date,time,source,likes,retweets,location
749,@superselector5 We have forwarded your concern to Malad Traffic Division for necessary action.,1.58E+18,94,01-10-2022,12:07:30,Twitter Web App,0,0,malad
750,@SatyenMehta1 We are sharing your concern with Matunga Traffic Division for necessary stringent action.,1.58E+18,103,01-10-2022,12:05:14,Twitter Web App,0,0,matunga
751,@mukeshmjv We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,91,01-10-2022,11:55:14,Twitter Web App,0,0,swift
752,@VK_Andheri We have escalated your request with Oshiwara Traffic Division for necessary action,1.58E+18,94,01-10-2022,11:50:29,Twitter Web App,0,0,oshiwara
753,@IdiotsRoads We have escalated your request with Wadala Traffic Division for necessary action.,1.58E+18,94,01-10-2022,11:46:03,Twitter Web App,1,0,wadala
754,@superselector5 We have informed concern Traffic Division of the necessary action.,1.58E+18,82,01-10-2022,11:42:35,Twitter Web App,0,0,concern
755,@RaghavS01463449 . We are sharing your concern with Matunga Traffic Division for necessary stringent action.,1.58E+18,108,01-10-2022,11:40:49,Twitter Web App,0,0,matunga
756,@superselector5 We have informed concern Traffic Division of the necessary action.,1.58E+18,82,01-10-2022,11:34:27,Twitter Web App,0,0,concern
757,@DhavalMehta0311 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,97,01-10-2022,11:33:04,Twitter Web App,1,0,swift
758,@superselector5 We have intimated your concern to Vakola traffic branch for necessary action.,1.58E+18,93,01-10-2022,11:22:59,Twitter Web App,0,0,necessary
759,@VK_Andheri We have forwarded your concern to Sahar Traffic Division for necessary action.,1.58E+18,90,01-10-2022,11:15:53,Twitter Web App,0,0,sahar
760,@SureshSGupta We have forwarded your concern to Powai Traffic Division for necessary action.,1.58E+18,92,01-10-2022,11:14:33,Twitter Web App,0,0,powai
761,@MrUnknownS01 We have forwarded your concern to Kurla Traffic Division for necessary action.,1.58E+18,92,01-10-2022,11:04:18,Twitter Web App,0,0,kurla
762,@VHarsh30 Please provide the exact location for necessary action.,1.58E+18,65,01-10-2022,11:02:29,Twitter Web App,0,0,necessary
763,@iTwistRules We have intimated your concern to Ghatkopar traffic branch for necessary action.,1.58E+18,93,01-10-2022,10:50:19,Twitter Web App,0,0,necessary
764,@superselector5 We are sharing your concern with Sahar Traffic Division for necessary stringent action.,1.58E+18,103,01-10-2022,10:45:01,Twitter Web App,0,0,sahar
765,@iTwistRules We have intimated your concern to Ghatkopar  traffic branch for necessary action.,1.58E+18,94,01-10-2022,10:41:14,Twitter Web App,4,1,necessary
766,@rolster20 We have escalated your request with Dharavi Traffic Division for necessary action.,1.58E+18,93,01-10-2022,10:38:57,Twitter Web App,2,0,dharavi
767,@ImmanuelRajanN1 We are sharing your concern with Chembur Traffic Division for necessary stringent action.,1.58E+18,106,01-10-2022,10:35:52,Twitter Web App,0,0,chembur
768,@rolster20 Please provide the exact location for necessary action,1.58E+18,65,01-10-2022,10:33:38,Twitter Web App,1,0,necessary
769,@superselector5 We have intimated your concern to Malad  traffic branch for necessary action.,1.58E+18,93,01-10-2022,10:23:26,Twitter Web App,0,0,necessary
770,@Rajkuma61628801 We have requested @Navimumpolice traffic division to look into this as they can help the best in their jurisdiction.,1.58E+18,133,01-10-2022,10:22:11,Twitter Web App,0,0,their
771,@BoleTuu We have forwarded your concern to Bandra  Traffic Division for necessary action.,1.58E+18,89,01-10-2022,10:19:11,Twitter Web App,1,0,nan
772,@Drishym52300160 We have forwarded your concern to Santacruz  Traffic Division for necessary action.,1.58E+18,100,01-10-2022,09:59:28,Twitter Web App,1,0,nan
773,@Raj_Zeus We have escalated your request with Mulund Traffic Division for necessary action.,1.58E+18,91,01-10-2022,09:57:22,Twitter Web App,0,1,mulund
774,@AjayGheelajay Action has been taken against the 17 Vehicles under MVA section 122/MVA.,1.58E+18,87,01-10-2022,09:19:24,Twitter Web App,0,0,section
775,@ajayhinduja2 Please provide the exact location for necessary action.,1.58E+18,69,01-10-2022,09:07:04,Twitter Web App,0,0,necessary
776,@Kaushalvaghani We have intimated your Borivali  to traffic branch for necessary action.,1.58E+18,88,01-10-2022,09:00:51,Twitter Web App,0,0,necessary
777,@ZahidFKhambatti We have intimated your concern to Midc traffic branch for necessary action.,1.58E+18,92,01-10-2022,08:51:17,Twitter Web App,1,0,necessary
778,@Pawankumarkewal We have informed Mulund Traffic Division of the necessary action.,1.58E+18,82,01-10-2022,08:24:06,Twitter Web App,0,0,mulund
779,@mumbaimatterz We request you that if the address you provided is not sufficient send us the full address,1.58E+18,105,01-10-2022,08:15:04,Twitter Web App,4,0,full
780,@AjayGheelajay We are sharing your concern with Goregaon Traffic Division for necessary stringent action.,1.58E+18,105,01-10-2022,08:11:14,Twitter Web App,0,0,goregaon
781,@NageshKalasgau1 Please provide the exact location for necessary action.,1.58E+18,72,01-10-2022,08:01:23,Twitter Web App,1,0,necessary
782,@mumbaimatterz We have intimated your concern to Chembur  traffic branch for necessary action.,1.58E+18,94,01-10-2022,07:54:34,Twitter Web App,0,0,necessary
783,@gautamadarsh We are sharing your concern with Malad Traffic Division for necessary stringent action.,1.58E+18,101,01-10-2022,07:50:02,Twitter Web App,0,0,malad
784,@tweetquick11 Please provide the exact location for necessary action,1.58E+18,68,01-10-2022,07:43:00,Twitter Web App,2,0,necessary
785,@monil2403 We are sharing your concern with BKC Traffic Division for necessary stringent action.,1.58E+18,96,01-10-2022,07:36:50,Twitter Web App,0,0,bkc
786,@GowaliaTank2636 We have escalated your request with Tardeo Traffic Division for necessary action.,1.58E+18,98,01-10-2022,07:23:16,Twitter Web App,0,0,tardeo
787,@Vicshah007 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,92,01-10-2022,07:20:37,Twitter Web App,0,0,swift
788,@CVVSDutt1 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,91,01-10-2022,07:13:59,Twitter Web App,1,0,swift
789,@Akshay57447965 We have informed concern Traffic Division of the necessary action.,1.58E+18,82,01-10-2022,07:07:10,Twitter Web App,0,0,concern
790,@shivangkhanna99 We are sharing your concern with DN Nagar Traffic Division for necessary stringent action.,1.58E+18,107,01-10-2022,07:00:48,Twitter Web App,1,0,nagar
791,@shailesh_jathar We have forwarded your concern to Sahar Traffic Division for necessary action.,1.58E+18,95,01-10-2022,06:33:40,Twitter Web App,0,0,sahar
792,@Shreyayayayaaa We are sharing your concern with Mankhurd Traffic Division for necessary stringent action.,1.58E+18,106,01-10-2022,06:29:21,Twitter Web App,0,0,mankhurd
793,@BhaktiMargVoice Action taken on above mentioned vehicle u/s Sec 122/177 MVAMVA,1.58E+18,79,01-10-2022,06:15:49,Twitter Web App,1,0,122/177
794,@nayankhinvasara We have forwarded your concern to Dadar Traffic Division for necessary action.,1.58E+18,95,01-10-2022,06:05:11,Twitter Web App,0,0,dadar
795,@MeMumbaikar16 We have forwarded your concern to Midc Traffic Division for necessary action.,1.58E+18,92,01-10-2022,05:58:42,Twitter Web App,0,0,midc
796,@BhaktiMargVoice We have forwarded your concern to Mulund  Traffic Division for necessary action.,1.58E+18,97,01-10-2022,05:51:34,Twitter Web App,1,0,nan
797,@abhisheksoni121 We have intimated your concern to Worli  traffic branch for necessary action.,1.58E+18,94,01-10-2022,05:46:04,Twitter Web App,0,0,necessary
798,@Ambadnyamahesh We have forwarded your concern to Matunga  Traffic Division for necessary action.,1.58E+18,97,01-10-2022,05:38:49,Twitter Web App,0,0,nan
799,@abhisheksoni121 Please provide the exact location for necessary action.,1.58E+18,72,01-10-2022,05:30:14,Twitter Web App,0,0,necessary
800,@amitrege76 We have escalated your request with Midc Traffic Division for necessary action.,1.58E+18,91,01-10-2022,05:27:00,Twitter Web App,0,0,midc
801,@Akshay_thakur16 We have forwarded your concern to Borivali Traffic Division for necessary action.,1.58E+18,98,01-10-2022,05:18:20,Twitter Web App,1,0,borivali
802,@Prakash08717186 We are sharing your concern with Mulund Traffic Division for necessary stringent action.,1.58E+18,105,01-10-2022,05:13:18,Twitter Web App,0,1,mulund
803,@rohgid We have escalated your request with Dadar Traffic Division for necessary action.,1.58E+18,88,01-10-2022,05:00:40,Twitter Web App,0,0,dadar
804,@signs_road We have escalated your request with Bhoiwada Traffic Division for necessary action.,1.58E+18,95,01-10-2022,04:50:51,Twitter Web App,1,0,bhoiwada
805,@swapnilp79 We are sharing your concern with Mankhurd Traffic Division for necessary stringent action.,1.58E+18,102,01-10-2022,04:41:32,Twitter Web App,0,0,mankhurd
806,@crazy_mamba0 We are sharing your concern with Sahar Traffic Division for necessary stringent action.,1.58E+18,101,01-10-2022,04:38:51,Twitter Web App,0,0,sahar
807,@mister_bapat We have informed concern Traffic Division of the necessary action.,1.58E+18,80,01-10-2022,04:23:55,Twitter Web App,0,0,concern
808,@dhyrajm We have forwarded your concern to D N Nagar Traffic Division for necessary action.,1.58E+18,91,01-10-2022,04:18:52,Twitter Web App,1,0,nagar
809,@Upendra14527274 We have intimated your concern to D N Nagar traffic branch for necessary action.,1.58E+18,97,01-10-2022,04:16:53,Twitter Web App,0,0,necessary
810,@BenaiferKapadia We have informed concern Traffic Division of the necessary action.,1.58E+18,83,01-10-2022,04:14:32,Twitter Web App,0,0,concern
811,@vinod_mahal We are sharing your concern with Worli Traffic Division for necessary stringent action.,1.58E+18,100,01-10-2022,04:12:04,Twitter Web App,0,0,worli
812,@superselector5 We have informed Vakola Traffic Division of the necessary action.,1.58E+18,81,01-10-2022,03:55:33,Twitter Web App,0,0,vakola
813,@MasterHemal We have informed Bandra Traffic Division of the necessary action.,1.58E+18,78,01-10-2022,03:52:20,Twitter Web App,1,0,bandra
814,@Gaurav21519755 We have intimated your concern to Vakola traffic branch for necessary action.,1.58E+18,93,01-10-2022,03:47:30,Twitter Web App,0,0,necessary
815,@phil_souza5 We have forwarded your concern to D N Ngr Traffic Division for necessary action.,1.58E+18,93,01-10-2022,03:44:40,Twitter Web App,0,0,ngr
816,@Da1GowaliaTank We have informed Tardeo Traffic Division of the necessary action.,1.58E+18,81,01-10-2022,03:34:16,Twitter Web App,0,0,tardeo
817,@GowaliaTank2636 We have shared this with senior official of the Tardeo traffic division for necessary stern actions.-,1.58E+18,118,01-10-2022,03:29:53,Twitter Web App,0,0,stern
818,@savetps6 We have forwarded your concern to Trombey Traffic Division for necessary action.,1.58E+18,90,01-10-2022,03:26:34,Twitter Web App,0,0,trombey
819,@jituk9 We have intimated your concern to D B Marg traffic branch for necessary action.,1.58E+18,87,01-10-2022,03:17:52,Twitter Web App,0,0,necessary
820,@EmployeeFight We have escalated your request with Matunga Traffic Division for necessary action.,1.58E+18,97,01-10-2022,03:12:26,Twitter Web App,0,0,matunga
821,@BankiMistry We have informed MIDC Traffic Division of the necessary action.,1.58E+18,76,01-10-2022,03:09:18,Twitter Web App,1,1,midc
822,@ManishGorivale We have informed Goregaon Traffic Division of the necessary action,1.58E+18,82,01-10-2022,02:57:12,Twitter Web App,1,0,goregaon
823,@EmployeeFight We have informed the Matunga  traffic division to look into it.,1.58E+18,78,01-10-2022,01:55:36,Twitter Web App,0,0,into
824,@Ahtcsvhub Action taken on above mentioned vehicle 03 vehicles u/s 122M.V. Act.,1.58E+18,79,01-10-2022,01:29:12,Twitter Web App,0,0,122m.v.
825,@AbbeeTheAviator Jogeshwari Traffic Division has been informed for prompt action.,1.58E+18,81,01-10-2022,01:22:44,Twitter Web App,1,0,jogeshwari
826,@AbbeeTheAviator We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,01-10-2022,00:15:23,Twitter Web App,0,0,full
827,@ReshamwalaAzam We have intimated your concern to colaba traffic branch for necessary action.,1.58E+18,93,30-09-2022,20:39:38,Twitter Web App,1,0,necessary
828,@CryoPerSea We have intimated your concern to powai traffic branch for necessary action.,1.58E+18,88,30-09-2022,20:38:12,Twitter Web App,0,0,necessary
829,@RakeshH_Indian We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,96,30-09-2022,20:37:12,Twitter Web App,0,0,swift
830,@poojais9419 Concerned Traffic Division has been informed for prompt action.,1.58E+18,76,30-09-2022,20:09:24,Twitter Web App,0,0,concerned
831,@pandeyashish33 sahar Traffic Division has been informed for prompt action.,1.58E+18,75,30-09-2022,20:07:58,Twitter Web App,0,0,sahar
832,@siddm9 sahar Traffic Division has been informed for prompt action.,1.58E+18,67,30-09-2022,19:12:24,Twitter Web App,1,0,sahar
833,@UjjwalH_1620 Samtanagar Traffic Division has been informed for prompt action.,1.58E+18,78,30-09-2022,19:02:07,Twitter Web App,0,0,samtanagar
834,@AaronArkswmz Bandra Traffic Division has been informed for prompt action.,1.58E+18,74,30-09-2022,18:06:38,Twitter Web App,0,0,bandra
835,@PANDEYVIVEK1998 sahar Traffic Division has been informed for prompt action.,1.58E+18,76,30-09-2022,18:00:29,Twitter Web App,0,0,sahar
836,@Devpate61145102 We have intimated your concern to Jogeshwari traffic branch for necessary action.,1.58E+18,98,30-09-2022,17:48:15,Twitter Web App,0,0,necessary
837,@iamhasu The colaba traffic division has been alerted about necessary actions.,1.58E+18,78,30-09-2022,17:28:36,Twitter Web App,0,0,necessary
838,@PANDEYVIVEK1998 Please provide the exact location for necessary action,1.58E+18,71,30-09-2022,17:15:30,Twitter Web App,0,0,necessary
839,@MarolMoVo MIDC Traffic Division has been informed for prompt action.,1.58E+18,69,30-09-2022,17:13:29,Twitter Web App,0,0,midc
840,@MarolMoVo MIDC Traffic Division has been informed for prompt action.,1.58E+18,69,30-09-2022,17:13:09,Twitter Web App,4,1,midc
841,@DalviDalvisha Sakinaka Traffic Division has been informed for prompt action.,1.58E+18,77,30-09-2022,17:11:10,Twitter Web App,0,0,sakinaka
842,@HavanurKaustubh Bkc Traffic Division has been informed for prompt action.,1.58E+18,74,30-09-2022,17:07:39,Twitter Web App,0,0,bkc
843,@jha_akashkj We are sharing your concern with Sakinaka Traffic Division for necessary stringent action.,1.58E+18,103,30-09-2022,16:58:24,Twitter Web App,0,0,sakinaka
844,@pashi1782 We have informed concern Traffic Division of the necessary action.,1.58E+18,77,30-09-2022,16:57:47,Twitter Web App,1,0,concern
845,@Ahtcsvhub Dadar Traffic Division has been informed for prompt action.,1.58E+18,70,30-09-2022,16:57:22,Twitter Web App,0,0,dadar
846,@Ahtcsvhub Dadar Traffic Division has been informed for prompt action.,1.58E+18,70,30-09-2022,16:56:01,Twitter Web App,0,0,dadar
847,@Bhartiy19273132 Jogeshwari  Traffic Division has been informed for prompt action.,1.58E+18,82,30-09-2022,16:54:54,Twitter Web App,0,0,nan
848,@Ahtcsvhub We have intimated your concern to Dadar traffic branch for necessary action.,1.58E+18,87,30-09-2022,16:53:16,Twitter Web App,0,0,necessary
849,@karankh43542946 @myBESTBus We request you that if the address you provided is not sufficient send us the full address,1.58E+18,118,30-09-2022,16:47:19,Twitter Web App,0,0,full
850,@Ahtcsvhub Dadar  Traffic Division has been informed for prompt action.,1.58E+18,71,30-09-2022,16:40:16,Twitter Web App,0,0,nan
851,@RdExtension We have informed Bandra Traffic Division of the necessary action,1.58E+18,77,30-09-2022,16:01:02,Twitter Web App,3,0,bandra
852,@Pawankumarkewal We have informed Kurla Traffic Division of the necessary action,1.58E+18,80,30-09-2022,15:59:48,Twitter Web App,0,0,kurla
853,@Pawankumarkewal We have informed  the  Ghatakopar Traffic Division of the necessary action,1.58E+18,91,30-09-2022,15:58:48,Twitter Web App,0,0,ghatakopar
854,@devkadu07 We have informed sanatacruz Traffic Division of the necessary action,1.58E+18,79,30-09-2022,15:52:26,Twitter Web App,0,0,sanatacruz
855,@sandeepvarma15 We have informed  BKC Traffic Division of the necessary action,1.58E+18,78,30-09-2022,15:40:28,Twitter Web App,1,0,bkc
856,@deepali_bagul We have informed Borivali Traffic Division of the necessary action,1.58E+18,81,30-09-2022,15:35:47,Twitter Web App,0,0,borivali
857,@NasirSh86042113 We are sharing your concern with  Malad Traffic Division for necessary stringent action.,1.58E+18,105,30-09-2022,15:17:01,Twitter Web App,0,0,malad
858,@Harshabhambhan1 We are sharing your concern with Kanjurmarg Traffic Division for necessary stringent action.,1.58E+18,109,30-09-2022,14:30:52,Twitter Web App,0,0,kanjurmarg
859,@devkadu07 We have escalated your request with D N Ngr Traffic Division for necessary action.,1.58E+18,93,30-09-2022,14:28:26,Twitter Web App,0,0,ngr
860,@mahesh_puthran We have informed Borivali Traffic Division of the necessary action.,1.58E+18,83,30-09-2022,14:24:13,Twitter Web App,0,0,borivali
861,"#TrafficUpdate

Aambaji Aashram Ambamata Mandir, Carter Road no. 03 in Borivali East will be temporarily closed for… https://t.co/VHEhwZjTta",1.58E+18,140,30-09-2022,14:21:07,Twitter for Android,64,17,for…
862,@satya200597 We have informed Marinedrive Traffic Division of the necessary action.,1.58E+18,83,30-09-2022,14:08:54,Twitter Web App,2,0,marinedrive
863,@Akxyy We have intimated your concern to Powai traffic branch for necessary action.,1.58E+18,83,30-09-2022,13:54:44,Twitter Web App,0,0,necessary
864,@mumboy24 We have forwarded your concern to Powai Traffic Division for necessary action.,1.58E+18,88,30-09-2022,13:47:39,Twitter Web App,0,0,powai
865,@amanm6849 We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1.58E+18,98,30-09-2022,13:44:57,Twitter Web App,0,0,dadar
866,@mansur_mansuri We have escalated your request with Nagpada Traffic Division for necessary action.,1.58E+18,98,30-09-2022,13:40:42,Twitter Web App,0,0,nagpada
